id,address,bStatus,createTime,gMapLink,latitude,longitude,name,noOfReviews,phone,rating,site,timings,distance_from_reference_km
D89nj8R6hdwBOHFRv6H6,"Rajapeth, Badnera Rd, behind Kushal Auto, Madhokar Peth, Amravati, Maharashtra 444601, India",OPERATIONAL,2025-07-19T12:32:14+00:00,https://maps.google.com/?cid=5164864711099737519&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,20.9192761,77.7530025,Kalpam Infinite Mobility,2,,5.0,,"Monday: 11:00 AM – 8:00 PM,Tuesday: 11:00 AM – 8:00 PM,Wednesday: 11:00 AM – 8:00 PM,Thursday: 11:00 AM – 8:00 PM,Friday: 11:00 AM – 8:00 PM,Saturday: 11:00 AM – 2:30 PM,Sunday: Closed",854.11
D9XYNtoci8sv7DNCEPb1,"75, Railway Link Rd, near Punjab Gun House, next to Hotel Vicky Residency, Liberty Market, INA Colony, Amritsar, Punjab 143001, India",OPERATIONAL,2025-07-19T06:32:07+00:00,https://maps.google.com/?cid=18336012319543985290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,31.6361644,74.8681823,Jeet Artificial Limb Centre,82,+91 183 222 8493,4.9,http://www.jeetalc.com/,"Monday: 10:00 AM – 7:00 PM,Tuesday: 10:00 AM – 7:00 PM,Wednesday: 10:00 AM – 7:00 PM,Thursday: 10:00 AM – 7:00 PM,Friday: 10:00 AM – 7:00 PM,Saturday: 10:00 AM – 7:00 PM,Sunday: Closed",403.86
DMwC1pt2lyrSX95XWkFa,"1342 SURVEY PARK, GROUND FLOOR PLOT NO. 12, BLOCK C SANTOSHPUR, PURBA, E Jadavpur Rd, near Ajoy Nagar, Ajoy Nagar, Crossing, Kolkata, West Bengal 700075, India",OPERATIONAL,2025-07-18T10:58:32+00:00,https://maps.google.com/?cid=1752053722749832645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,22.4905194,88.3962795,CuraFoot - First in Podiatric Care,63,+91 33 7164 6463,4.7,https://clinic.curafoot.in/,"Monday: 10:00 AM – 7:00 PM,Tuesday: 10:00 AM – 7:00 PM,Wednesday: 10:00 AM – 7:00 PM,Thursday: 10:00 AM – 7:00 PM,Friday: 10:00 AM – 7:00 PM,Saturday: 10:00 AM – 7:00 PM,Sunday: Closed",1312.0
DaqabfopcMKmaVqtG41D,"H.No: 5-15-130, Plot No: 23, New SBH Colony, West Marredpally, Hyderabad, Secunderabad, Telangana 500026, India",OPERATIONAL,2025-07-19T22:32:41+00:00,https://maps.google.com/?cid=1003779883808076374&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,17.4540563,78.50785,Inspire life Prosthetics & Orthotics llp,123,+91 73307 82096,4.9,https://www.inspirelifepando.com/,"Monday: 9:30 AM – 6:00 PM,Tuesday: 9:30 AM – 6:00 PM,Wednesday: 9:30 AM – 6:00 PM,Thursday: 9:30 AM – 6:00 PM,Friday: 9:30 AM – 6:00 PM,Saturday: 9:30 AM – 5:00 PM,Sunday: Closed",1243.03
DcEdAQgW0Wm2NFTLTthe,"No.24-16-1354/2 #2 - Basement Floor, Opera Plaza Opp : MCC Bank, Nandigudda, Village, Jeppinamogaru, Mangaluru, Karnataka 575002, India",OPERATIONAL,2025-07-19T10:32:09+00:00,https://maps.google.com/?cid=7041645049974088039&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,12.854126,74.853923,"Otto Bock HealthCare, Artificial Limb Fitting Centre - Mangalore (Prosthetics, Orthotics and Wheelchairs)",191,+91 824 241 6166,5.0,https://www.ottobock.com/en-in,"Monday: 9:15 AM – 5:45 PM,Tuesday: 9:15 AM – 5:45 PM,Wednesday: 9:15 AM – 5:45 PM,Thursday: 9:15 AM – 5:45 PM,Friday: 9:15 AM – 5:45 PM,Saturday: 9:15 AM – 1:15 PM,Sunday: Closed",1761.91
Dy5UIoBJwBQu7sj3ZEAo,"306-7-8, V.V. Commercial Complex, Bhutkhana Chowk, Dhebar Rd, Millpara, Bhakti Nagar, Rajkot, Gujarat 360002, India",OPERATIONAL,2025-07-19T00:32:20+00:00,https://maps.google.com/?cid=4298601857884785545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,22.289192,70.8014429,Prosthetic Milling Center,2,+91 281 222 2433,5.0,,"Monday: 9:30 AM – 8:00 AM,Tuesday: 9:30 AM – 8:00 AM,Wednesday: 9:30 AM – 8:00 AM,Thursday: 9:30 AM – 8:00 AM,Friday: 9:30 AM – 8:30 AM,Saturday: 9:30 AM – 8:00 AM,Sunday: Closed",951.55
E6gDh0N2DH03FndU5Isp,"Ground Floor, 2-1-392/1/3/9, Tilak Nagar Rd, near Fever Hospital Main Road, Sai Kripa Comlplex, Ratna Nagar, New Nallakunta, Hyderabad, Telangana 500044, India",OPERATIONAL,2025-07-18T12:32:12+00:00,https://maps.google.com/?cid=6319741022107476829&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,17.395476,78.5037026,My Care Prosthetics & Orthotics Medical Centre,100,+91 83176 46272,4.6,https://www.indiamart.com/mycare-prosthetics/,"Monday: 11:00 AM – 7:30 PM,Tuesday: 11:00 AM – 7:30 PM,Wednesday: 11:00 AM – 7:30 PM,Thursday: 11:00 AM – 7:30 PM,Friday: 11:00 AM – 7:30 PM,Saturday: 11:00 AM – 7:30 PM,Sunday: Closed",1249.44
EEVm1h8AeW69UKtIsKcg,"G-8, SEC-1, Avanti Vihar Rd, Geetanjali Colony, Telibandha, Raipur, Chhattisgarh 492001, India",OPERATIONAL,2025-07-19T09:32:07+00:00,https://maps.google.com/?cid=14520880938041318724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,21.242262,81.6683255,Endolite P & O Center,43,+91 96300 82530,4.9,http://www.endoliteindia.com/,"Monday: 9:30 AM – 6:00 PM,Tuesday: 9:30 AM – 6:00 PM,Wednesday: 9:30 AM – 6:00 PM,Thursday: 9:30 AM – 6:00 PM,Friday: 9:30 AM – 6:00 PM,Saturday: 9:30 AM – 6:00 PM,Sunday: Closed",932.31
EOBBuQiWvBZXKf2US3oQ,"522, Sector 12, Indira Nagar, Lucknow, Uttar Pradesh 226016, India",OPERATIONAL,2025-07-19T22:32:38+00:00,https://maps.google.com/?cid=16904461915054019477&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,26.8835811,80.9997695,P&O Rehab India,98,+91 96519 45203,4.9,https://www.pandorehabindia.co.in/,"Monday: 9:30 AM – 6:00 PM,Tuesday: 9:30 AM – 6:00 PM,Wednesday: 9:30 AM – 6:00 PM,Thursday: 9:30 AM – 6:00 PM,Friday: 9:30 AM – 6:00 PM,Saturday: 9:30 AM – 6:00 PM,Sunday: 11:00 AM – 2:00 PM",420.01
ES7jOC4FL0pghGLn2CtW,"B/1/H/8, Raja Janmenjoy Road, Kulia, Beleghata, Kolkata, West Bengal 700010, India",OPERATIONAL,2025-07-17T14:55:12+00:00,https://maps.google.com/?cid=16076576071352361930&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,22.5613475,88.3991933,HEAL WELL PROSTHETICS AND ORTHOTICS ( Advance Artificial Limb Centre),114,+91 89026 21455,5.0,,"Monday: 10:00 AM – 7:00 PM,Tuesday: 10:00 AM – 7:00 PM,Wednesday: 10:00 AM – 7:00 PM,Thursday: 10:00 AM – 7:00 PM,Friday: 10:00 AM – 7:00 PM,Saturday: 9:30 AM – 7:30 PM,Sunday: Closed",1307.95
ET5Fkbl9ZSKzcCKFeZqv,"flyover, behind zudio at the starting of tarna, Shivpur, Varanasi, Uttar Pradesh 221003, India",OPERATIONAL,2025-07-19T05:32:20+00:00,https://maps.google.com/?cid=17449632588775969800&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,25.3600811,82.9522693,HIND HOSPITAL AND TRAUMA CENTRE,73,,4.9,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",674.39
EXppIudOT7m0RovIozlg,"No. 93, 1st Floor, 6th Cross, Bannerghatta Rd, off of, BTM 2nd Stage, Dollar Layout, Munivenkatppa Layout, Bengaluru, Karnataka 560076, India",OPERATIONAL,2025-07-18T11:32:12+00:00,https://maps.google.com/?cid=12634795529547441085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,12.9058933,77.6023166,KARE Prosthetics & Orthotics Bangalore,413,+91 96062 68009,4.4,https://bangalore-clinic.karepoindia.com/,"Monday: 10:00 AM – 6:00 PM,Tuesday: 10:00 AM – 6:00 PM,Wednesday: 10:00 AM – 6:00 PM,Thursday: 10:00 AM – 6:00 PM,Friday: 10:00 AM – 6:00 PM,Saturday: 10:00 AM – 2:00 PM,Sunday: Closed",1739.65
EaWsCyhklFIHo6AHETAg,"Plot No. 175, near Medanta Hospital, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001, India",OPERATIONAL,2025-07-19T22:32:22+00:00,https://maps.google.com/?cid=16201064461247391864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,28.435321,77.046807,Humanoid Prosthetic Solutions | HPS India,154,+91 89797 98582,5.0,https://hpsindia.in/,"Monday: 9:00 AM – 7:30 PM,Tuesday: 9:00 AM – 7:30 PM,Wednesday: 9:00 AM – 7:30 PM,Thursday: 9:00 AM – 7:30 PM,Friday: 9:00 AM – 7:30 PM,Saturday: 9:00 AM – 7:30 PM,Sunday: 9:00 AM – 5:00 PM",25.37
Eclg9IeVW3UyZR77a77S,"7RC4+2VF, Pipe Line Rd, Thondayad, Kozhikode, Kerala 673016, India",OPERATIONAL,2025-07-19T17:32:18+00:00,https://maps.google.com/?cid=5136065286519042451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,11.2707758,75.8069077,Proxifit Prosthetics and Orthotics (Artificial Limb Fitting Center),86,+91 80899 26946,4.9,http://www.proxifitpo.com/,"Monday: 9:30 AM – 5:30 PM,Tuesday: 9:30 AM – 5:30 PM,Wednesday: 9:30 AM – 5:30 PM,Thursday: 9:30 AM – 5:30 PM,Friday: 9:30 AM – 5:30 PM,Saturday: 9:30 AM – 5:30 PM,Sunday: Closed",1925.6
EvelfiqK3DHek3nzyc0W,"BHUSAULA BRIDGE, NEAR, AIIMS Rd, Golambar, Patna, Bihar 801505, India",OPERATIONAL,2025-07-18T18:32:37+00:00,https://maps.google.com/?cid=5973186314183829376&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,25.5612669,85.0378116,J B Ortho Rehab Centre - Orthopaedic Hospital in Patna,7,+91 94702 46289,4.3,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 8:00 PM,Sunday: 4:00 – 6:00 PM",846.66
EwvTcf65u5pRyXehL7VN,"Travancore orthotic centre, Pattoor - Vanchiyoor Rd, Pettah, Thiruvananthapuram, Kerala 605935, India",OPERATIONAL,2025-07-19T03:32:13+00:00,https://maps.google.com/?cid=6564737089685942826&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,8.4965186,76.9357324,Travancore Orthotic Centre,1,+91 471 319 0226,5.0,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: Closed,Sunday: Closed",2227.1
EyfjQvfPXPRiRijP3iKK,"H.No: 5-15-130, Plot No: 23, New SBH Colony, West Marredpally, Hyderabad, Secunderabad, Telangana 500026, India",OPERATIONAL,2025-07-18T12:32:10+00:00,https://maps.google.com/?cid=1003779883808076374&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,17.4540563,78.50785,Inspire life Prosthetics & Orthotics llp,122,+91 73307 82096,4.9,https://www.inspirelifepando.com/,"Monday: 9:30 AM – 6:00 PM,Tuesday: 9:30 AM – 6:00 PM,Wednesday: 9:30 AM – 6:00 PM,Thursday: 9:30 AM – 6:00 PM,Friday: 9:30 AM – 6:00 PM,Saturday: 9:30 AM – 5:00 PM,Sunday: Closed",1243.03
F2F9frb842h4xppUkvDG,"Hno:11-210-11,sri nagar colony,ambati nagar, Yerrabalem, Masjid-E-Madina Rd, Oppiste e, Mangalagiri, Amaravati, Andhra Pradesh 522503, India",OPERATIONAL,2025-07-18T23:32:24+00:00,https://maps.google.com/?cid=17637428218710354018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,16.4531992,80.5712122,Artificial Limb Centre,58,+91 93927 51151,5.0,,"Monday: 5:00 – 9:00 PM,Tuesday: 5:00 – 9:00 PM,Wednesday: 5:00 – 9:00 PM,Thursday: 5:00 – 9:00 PM,Friday: 5:00 – 9:00 PM,Saturday: 5:00 – 9:00 PM,Sunday: 9:00 AM – 9:00 PM",1390.14
FG99QiJJJvhzQReUswr2,"38(GF, 3rd Cross Rd, Victoria Layout, Bengaluru, Karnataka 560047, India",OPERATIONAL,2025-07-18T11:32:27+00:00,https://maps.google.com/?cid=12963544188663297239&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,12.9641501,77.6155728,Endolite India Limited,39,+91 80 4112 7641,4.4,https://www.endoliteindia.com/,"Monday: 9:30 AM – 6:00 PM,Tuesday: 9:30 AM – 6:00 PM,Wednesday: 9:30 AM – 6:00 PM,Thursday: 9:30 AM – 6:00 PM,Friday: 9:30 AM – 6:00 PM,Saturday: 9:30 AM – 6:00 PM,Sunday: Closed",1733.24
FWB8dBHurZK1n2jU4ter,"Eroor Rd, Eroor South, Thrippunithura, Kochi, Kerala 682306, India",OPERATIONAL,2025-07-18T22:32:20+00:00,https://maps.google.com/?cid=1950448407736329182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,9.968339,76.338217,Sai Rehab Private Limited,8,+91 484 278 5349,4.9,,"Monday: 9:00 AM – 5:00 PM,Tuesday: 9:00 AM – 5:00 PM,Wednesday: 9:00 AM – 5:00 PM,Thursday: 9:00 AM – 5:00 PM,Friday: 9:00 AM – 5:00 PM,Saturday: 9:00 AM – 5:00 PM,Sunday: Closed",2066.13
FiquNNsryWMTt3GjRHmO,"RHXF+VXJ, South Shivaji Nagar, Indira Nagar, Sangli, Maharashtra 416416, India",OPERATIONAL,2025-07-19T18:32:08+00:00,https://maps.google.com/?cid=12218206016677599643&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,16.8496909,74.5749233,Phoenix Ortho Superspecialty Hospital,462,+91 90062 69393,5.0,https://www.phoenixortho.in/,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",1330.46
FkrvAJP29A5jjkA2vviT,"Madhuban Housing complex, near Ishaan International School, Kankarbagh, Patna, Bihar 800020, India",OPERATIONAL,2025-07-18T18:32:19+00:00,https://maps.google.com/?cid=11830126290044528625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,25.5915132,85.1574109,Opcar Clinic - Best Artificial Limbs | Hi-tech Orthotics and Prosthetic | Cosmetic Restoration Service Provider in Patna,13,+91 91221 41583,4.8,,"Monday: 11:00 AM – 8:00 PM,Tuesday: 11:00 AM – 8:00 PM,Wednesday: 11:00 AM – 8:00 PM,Thursday: 11:00 AM – 8:00 PM,Friday: 11:00 AM – 8:00 PM,Saturday: 11:00 AM – 8:00 PM,Sunday: Closed",856.13
Fmuz0pTpDycFlAQi9eSI,"34/7D, D Gupta Ln, Sinthee, Kolkata, West Bengal 700050, India",OPERATIONAL,2025-07-18T10:58:28+00:00,https://maps.google.com/?cid=4256026234780164285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,22.6279145,88.3876519,REKON,12,+91 98301 28617,4.7,,"Monday: 11:00 AM – 6:00 PM,Tuesday: 11:00 AM – 6:00 PM,Wednesday: 11:00 AM – 6:00 PM,Thursday: 11:00 AM – 6:00 PM,Friday: 9:00 AM – 5:00 PM,Saturday: 11:00 AM – 4:00 PM,Sunday: Closed",1302.93
FsiVhst62LAUi5EkiKW0,"Palak Complex, B-3, Punit Ashram Rd, near Ramji Mandir Road, Balvatika, Maninagar, Ahmedabad, Gujarat 380008, India",OPERATIONAL,2025-07-18T12:32:35+00:00,https://maps.google.com/?cid=15092763161586373067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,23.002939,72.6076393,MUDRA ORTHOTICS PVT LTD,6,+91 98243 02727,3.0,http://www.mudraorthotics.com/,"Monday: 10:00 AM – 7:30 PM,Tuesday: 10:00 AM – 7:30 PM,Wednesday: 10:00 AM – 7:30 PM,Thursday: 10:00 AM – 7:30 PM,Friday: 10:00 AM – 7:30 PM,Saturday: 10:00 AM – 7:30 PM,Sunday: Closed",773.95
FyyLE9YabZ9VZNBMJOfF,"302, Param Doctor House, Lal Darwaja, Varachha, Surat, Gujarat 395003, India",OPERATIONAL,2025-07-18T13:32:15+00:00,https://maps.google.com/?cid=11716555528854683273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,21.2063096,72.8375623,ASHUTOSH PROSTHETICS & ORTHOTICS CENTER,22,+91 96534 76504,4.9,https://www.ashutoshpocenter.com/,"Monday: 10:00 AM – 6:00 PM,Tuesday: 10:00 AM – 6:00 PM,Wednesday: 10:00 AM – 6:00 PM,Thursday: 10:00 AM – 6:00 PM,Friday: 10:00 AM – 6:00 PM,Saturday: 10:00 AM – 6:00 PM,Sunday: Closed",931.6
G0am132zSwKyvMTUUoMw,"NH MMI multispeciality Hospital, Pachpedi Naka, Raipur, Tikrapara, Chhattisgarh 492001, India",OPERATIONAL,2025-07-19T09:32:21+00:00,https://maps.google.com/?cid=877055750446264276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,21.2130839,81.6580161,Dr. Dushyant Chouhan,555,+91 82877 45668,5.0,https://drdushyantchouhan.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu,"Monday: Closed,Tuesday: Closed,Wednesday: 8:30 AM – 1:30 PM,Thursday: Closed,Friday: Closed,Saturday: 8:30 AM – 1:30 PM,Sunday: Closed",934.67
G5PAQYUD0jEsZuJs9xx8,"52A, 7th Main Rd, AK Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",OPERATIONAL,2025-07-18T11:32:26+00:00,https://maps.google.com/?cid=13070506278354939885&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,13.0794328,80.2061752,Alpha rehab center (orthotics and prosthetics),5,+91 79045 86827,5.0,,"Monday: 10:00 AM – 7:00 PM,Tuesday: 10:00 AM – 7:00 PM,Wednesday: 10:00 AM – 7:00 PM,Thursday: 10:00 AM – 7:00 PM,Friday: 10:00 AM – 7:00 PM,Saturday: 10:00 AM – 7:00 PM,Sunday: Closed",1747.79
GA0keVzaZIi5rK0Qi8Io,"SH -8, Ground Floor, 14/1, Subhas Pally Rd, near INDIAN STATISTICAL INSTITUTE, Subhas Pally Park, Bonhooghly Government Colony, Kolkata, Baranagar, West Bengal 700108, India",OPERATIONAL,2025-07-18T10:58:22+00:00,https://maps.google.com/?cid=17781633613749361616&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,22.6485041,88.3784731,REwalk Clinic,36,+91 81003 98976,4.9,http://www.rewalkclinic.com/,"Monday: 9:30 AM – 7:30 PM,Tuesday: 9:30 AM – 7:30 PM,Wednesday: 9:30 AM – 7:30 PM,Thursday: 9:30 AM – 7:30 PM,Friday: 9:30 AM – 7:30 PM,Saturday: 9:30 AM – 7:30 PM,Sunday: 9:30 AM – 7:30 PM",1300.9
GCNhtpP2UtBMN6oHVrCY,"S. R. Complex, # 2, Ground Floor, ""C"" Portion, Tavarekere Main Road S. G. Palya, Tavarekere, Venkateshwara Layout, Koramangala, Bengaluru, Karnataka 560029, India",OPERATIONAL,2025-07-18T11:32:10+00:00,https://maps.google.com/?cid=3583441392628444071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,12.932209,77.6099243,"Otto Bock HealthCare, Artificial Limb Fitting Centre Bengaluru - Bangalore (Prosthetics, Orthotics and Wheelchairs)",789,+91 80 4091 3147,4.9,https://www.ottobock.com/en-in,"Monday: 9:30 AM – 5:30 PM,Tuesday: 9:30 AM – 5:30 PM,Wednesday: 9:30 AM – 5:30 PM,Thursday: 9:30 AM – 5:30 PM,Friday: 9:30 AM – 5:30 PM,Saturday: Closed,Sunday: Closed",1736.76
GNaVnbHWbpR9lrAVHsRp,"Shop no.7, nilkanth appartment, Deepali Nagar, Nashik, Maharashtra 422001, India",OPERATIONAL,2025-07-18T20:32:11+00:00,https://maps.google.com/?cid=4166986441878210765&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,19.9810307,73.7856425,SAMUDRA prosthetics and orthotics,6,+91 81697 73899,4.8,,"Monday: 9:00 AM – 6:00 PM,Tuesday: 9:00 AM – 6:00 PM,Wednesday: 9:00 AM – 6:00 PM,Thursday: 9:00 AM – 6:00 PM,Friday: 9:00 AM – 6:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: Closed",1017.22
GRL6JmFX155kX73c9Kdg,"No: 70/2533,Ground Floor, R F Complex, 272W+M7J, Desabhimani Road, Kaloor, Desabhimani Rd, Kaloor, Kochi, Kerala 682017, India",OPERATIONAL,2025-07-18T22:32:18+00:00,https://maps.google.com/?cid=16881087464075330764&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,10.0016886,76.2957004,Endolite India Ltd-Kochi,17,+91 484 253 6055,5.0,http://www.endoliteindia.com/,"Monday: 9:30 AM – 6:00 PM,Tuesday: 9:30 AM – 6:00 PM,Wednesday: 9:30 AM – 6:00 PM,Thursday: 9:30 AM – 6:00 PM,Friday: 9:30 AM – 6:00 PM,Saturday: 9:30 AM – 6:00 PM,Sunday: Closed",2062.64
GXvIBGVasPt7qPd7owyi,"8/8, Tagore Gali, West Babarpur, Shahdara, Delhi, 110032, India",OPERATIONAL,2025-07-19T22:32:30+00:00,https://maps.google.com/?cid=12036156901881651714&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,28.6875054,77.2803682,Kalyan Orthotics and Prosthetics (Health care organisation),182,+91 93152 93997,4.9,,"Monday: 10:00 AM – 7:00 PM,Tuesday: 10:00 AM – 7:00 PM,Wednesday: 10:00 AM – 7:00 PM,Thursday: 10:00 AM – 7:00 PM,Friday: 10:00 AM – 7:00 PM,Saturday: 10:00 AM – 7:00 PM,Sunday: Closed",10.73
Gb7hkrnCaTZEcMX1rJPB,"Chandarpuri Road., Chowmandi, Chand Puri Nagar, near Sindhi Sweets, Chow Mandi, Chand Puri Nagar, Roorkee, Uttarakhand 247667, India",OPERATIONAL,2025-07-19T20:32:07+00:00,https://maps.google.com/?cid=7432585687698453395&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,29.8685676,77.8801391,Eye-Q Super-Speciality Eye Hospitals,1794,+91 80 4485 2763,4.9,https://www.eyeqindia.com/?utm_source=Google&utm_medium=GMB,"Monday: 9:30 AM – 7:30 PM,Tuesday: 9:30 AM – 7:30 PM,Wednesday: 9:30 AM – 7:30 PM,Thursday: 9:30 AM – 7:30 PM,Friday: 9:30 AM – 7:30 PM,Saturday: 9:30 AM – 7:30 PM,Sunday: Closed",153.61
GeO0o5KOQ3Cd4vzGsZH2,"Janjerawala Chauraha Next To Dabang Dunia Office, New Palasia, Indore, Madhya Pradesh 452001, India",OPERATIONAL,2025-07-18T12:32:09+00:00,https://maps.google.com/?cid=12041940656973096481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,22.7283022,75.8817218,"Otto Bock HealthCare, Artificial Limb Fitting Centre - Indore (Prosthetics, Orthotics and Wheelchairs)",113,+91 731 400 9153,4.8,http://www.ottobock.in/,"Monday: 9:15 AM – 5:45 PM,Tuesday: 9:15 AM – 5:45 PM,Wednesday: 9:15 AM – 5:45 PM,Thursday: 9:15 AM – 5:45 PM,Friday: 9:15 AM – 5:45 PM,Saturday: 9:15 AM – 1:15 PM,Sunday: Closed",665.48
Gne7Ya9xoafaOzWeyXAk,"S-5/38-204, Mental Hospital Rd, Near Mahadev Mandir, Opposite Canara Bank, Maa Vindhyvasini Katra, Vindhya Vasini Nagar Colony, Orderly Bazar, Varanasi, Uttar Pradesh 221002, India",OPERATIONAL,2025-07-19T05:32:15+00:00,https://maps.google.com/?cid=17111893933010514023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,25.3522319,82.983738,Karunyam Ortho Care,1,+91 97923 33341,5.0,,"Monday: 10:00 AM – 2:00 PM, 5:00 – 8:00 PM,Tuesday: 10:00 AM – 2:00 PM, 5:00 – 8:00 PM,Wednesday: 10:00 AM – 2:00 PM, 5:00 – 8:00 PM,Thursday: 10:00 AM – 2:00 PM, 5:00 – 8:00 PM,Friday: 10:00 AM – 2:00 PM, 5:00 – 8:00 PM,Saturday: 10:00 AM – 2:00 PM, 5:00 – 8:00 PM,Sunday: Closed",677.51
